LEA Name,unit_code,School Name,SBE District,SPG Grade,SPG Score,Reading SPG Grade,Reading  SPG Score,Math SPG Grade,Math SPG Score,EVAAS Growth Status,EVAAS Growth Score,Overall Achievement Score,Read Score,Math Score,Science Score,Math I Score,English II Score,Biology Score,The ACT Score,ACT WorkKeys Score,Math Course Rigor Score,Cohort Graduation Rate Standard Score,State Gap Compared
Surry County Schools,860356,Westfield Elementary,Piedmont-Triad,C,68.0,C,68.0,C,66.0,Met,78.9,66,65,64,72,,,,,,,,
Surry County Schools,860360,White Plains Elementary,Piedmont-Triad,B,74.0,C,68.0,B,73.0,Exceeded,89.5,70,65,69,88,,,,,,,,
Elkin City Schools,861304,Elkin Elementary,Piedmont-Triad,B,73.0,B,75.0,B,71.0,Met,80.3,71,73,69,68,,,,,,,,
Elkin City Schools,861308,Elkin High,Piedmont-Triad,B,79.0,,,,,Met,81.5,79,,,,58,85,73,74,74,100,92,
Elkin City Schools,861312,Elkin Middle,Piedmont-Triad,B,70.0,B,76.0,D,52.0,Met,83.4,66,73,46,87,94,,,,,,,
Mount Airy City Schools,862308,Bruce H Tharrington Elem,Piedmont-Triad,I,,,,,,,,,,,,,,,,,,,
Mount Airy City Schools,862310,Jones Elementary,Piedmont-Triad,B,72.0,C,69.0,B,70.0,Exceeded,96.1,67,64,65,80,,,,,,,,
Mount Airy City Schools,862312,Mount Airy High,Piedmont-Triad,B,80.0,,,,,Exceeded,90.5,77,,,,70,62,58,77,89,100,92,
Mount Airy City Schools,862316,Mount Airy Middle,Piedmont-Triad,C,68.0,C,65.0,C,65.0,Met,83.4,64,60,60,79,100,,,,,,,
Swain County Schools,870314,Swain County High School,Western,C,61.0,,,,,NotMet,57.0,62,,,,39,52,46,64,78,89,84,
Swain County Schools,870318,Swain County Middle School,Western,C,57.0,C,55.0,D,53.0,Met,81.7,51,51,43,66,100,,,,,,,
Swain County Schools,870320,Swain County East Elementary,Western,C,56.0,C,60.0,D,49.0,Met,81.4,50,55,44,54,,,,,,,,
Swain County Schools,870324,Swain County West Elementary,Western,C,69.0,C,69.0,C,68.0,Met,82.2,66,66,65,70,,,,,,,,
Transylvania County Schools,880304,Brevard Elementary,Western,C,65.0,C,69.0,C,59.0,NotMet,69.5,63,66,60,67,,,,,,,,
Transylvania County Schools,880308,Brevard High,Western,B,74.0,,,,,Met,77.8,73,,,,54,69,63,70,79,94,93,
Transylvania County Schools,880312,Brevard Middle,Western,C,68.0,C,68.0,C,63.0,Met,82.5,65,65,58,73,100,,,,,,,
Transylvania County Schools,880318,Pisgah Forest Elementary,Western,B,71.0,B,70.0,B,72.0,NotMet,68.5,72,68,73,83,,,,,,,,
Transylvania County Schools,880320,Davidson River School,Western,,,,,,,,,,,,,,,,,,,,
Transylvania County Schools,880324,Rosman Elementary,Western,B,72.0,B,73.0,C,66.0,Met,82.9,70,71,64,85,,,,,,,,
Transylvania County Schools,880328,Rosman High,Western,B,70.0,,,,,Met,71.9,69,,,,54,61,63,61,71,93,100,
Transylvania County Schools,880330,Rosman Middle,Western,C,60.0,C,64.0,D,48.0,Met,71.6,58,63,42,82,93,,,,,,,
Transylvania County Schools,880336,T C Henderson Elementary,Western,B,77.0,B,82.0,B,71.0,Met,79.1,76,82,71,76,,,,,,,,
Tyrrell County Schools,890304,Columbia High,Northeast,B,73.0,,,,,Exceeded,91.3,68,,,,35,67,67,60,65,100,84,
Tyrrell County Schools,890306,Columbia Middle,Northeast,D,43.0,D,45.0,F,32.0,Met,73.3,36,39,20,69,36,,,,,,,
Tyrrell County Schools,890308,Tyrrell Elementary,Northeast,C,56.0,C,62.0,D,47.0,Met,80.8,50,57,40,60,,,,,,,,
Union County Public Schools,900302,Antioch Elementary,Southwest,A+NG,87.0,A,85.0,A,87.0,Met,84.1,88,87,88,94,,,,,,,,Less Than
Union County Public Schools,900303,Rea View Elementary,Southwest,A,85.0,A,85.0,A,90.0,NotMet,63.1,90,89,93,83,,,,,,,,Insufficient Data
Union County Public Schools,900304,Benton Heights Elementary,Southwest,D,42.0,D,40.0,D,48.0,NotMet,63.8,37,31,44,31,,,,,,,,
Union County Public Schools,900305,New Town Elementary,Southwest,A+NG,88.0,A,86.0,A,88.0,Exceeded,90.7,88,86,88,92,,,,,,,,Less Than
Union County Public Schools,900306,East Elementary,Southwest,F,36.0,F,35.0,D,44.0,NotMet,65.6,29,26,36,19,,,,,,,,
Union County Public Schools,900307,Rocky River Elementary,Southwest,B,76.0,C,66.0,B,81.0,Exceeded,86.5,73,62,80,85,,,,,,,,
Union County Public Schools,900308,East Union Middle,Southwest,D,52.0,C,56.0,D,44.0,NotMet,66.2,48,48,40,64,100,,,,,,,
Union County Public Schools,900310,Cuthbertson Middle,Southwest,A,91.0,A,89.0,A,89.0,Exceeded,98.9,89,88,87,91,100,,,,,,,Greater Than
Union County Public Schools,900311,Cuthbertson High,Southwest,A+NG,92.0,,,,,Exceeded,94.7,91,,,,89,89,81,90,100,100,100,Less Than
Union County Public Schools,900312,Fairview Elementary,Southwest,B,75.0,B,73.0,B,74.0,Met,82.3,73,71,73,78,,,,,,,,
Union County Public Schools,900314,Monroe Middle,Southwest,D,48.0,D,52.0,D,40.0,NotMet,68.5,43,44,35,58,100,,,,,,,
Union County Public Schools,900316,Forest Hills High,Southwest,C,64.0,,,,,Met,82.7,59,,,,43,53,36,43,75,100,89,
Union County Public Schools,900318,Hemby Bridge Elementary,Southwest,B,77.0,B,73.0,B,82.0,Met,81.7,76,72,81,76,,,,,,,,
Union County Public Schools,900320,Indian Trail Elementary,Southwest,B,77.0,B,76.0,B,76.0,Exceeded,88.0,74,74,74,77,,,,,,,,
Union County Public Schools,900328,Kensington Elementary,Southwest,B,77.0,B,76.0,B,79.0,NotMet,68.5,80,78,79,83,,,,,,,,
Union County Public Schools,900332,Marshville Elementary,Southwest,C,58.0,C,58.0,C,59.0,NotMet,63.4,57,55,57,62,,,,,,,,
Union County Public Schools,900334,Marvin Elementary,Southwest,A,86.0,B,83.0,A,89.0,Met,76.9,88,84,92,88,,,,,,,,Insufficient Data
Union County Public Schools,900336,Monroe High,Southwest,D,51.0,,,,,NotMet,64.7,48,,,,40,32,29,34,49,100,83,
Union County Public Schools,900340,New Salem Elementary,Southwest,B,78.0,B,77.0,B,79.0,Met,72.1,79,77,80,83,,,,,,,,
Union County Public Schools,900341,Porter Ridge Elementary,Southwest,B,70.0,C,67.0,B,75.0,Exceeded,86.8,66,63,71,58,,,,,,,,
Union County Public Schools,900342,Porter Ridge High School,Southwest,B,75.0,,,,,Met,73.8,76,,,,59,82,64,66,72,100,100,
Union County Public Schools,900343,Porter Ridge Middle School,Southwest,B,71.0,B,74.0,C,62.0,Met,81.2,68,72,59,78,100,,,,,,,
Union County Public Schools,900344,Parkwood High,Southwest,C,64.0,,,,,NotMet,59.0,66,,,,52,65,47,59,70,95,87,
Union County Public Schools,900346,Parkwood Middle,Southwest,C,62.0,B,71.0,D,54.0,NotMet,57.8,63,69,54,72,100,,,,,,,
Union County Public Schools,900347,Poplin Elementary,Southwest,A+NG,85.0,B,82.0,A,85.0,Exceeded,90.3,83,80,85,87,,,,,,,,Less Than
Union County Public Schools,900348,Piedmont High,Southwest,B,84.0,,,,,Exceeded,97.0,81,,,,78,80,80,71,59,100,93,
Union County Public Schools,900350,Piedmont Middle,Southwest,B,72.0,B,74.0,C,65.0,Met,77.7,71,72,64,85,100,,,,,,,
Union County Public Schools,900351,Rock Rest Elementary,Southwest,C,67.0,C,56.0,B,82.0,Met,76.0,65,49,84,57,,,,,,,,
Union County Public Schools,900352,Prospect Elementary,Southwest,C,63.0,C,63.0,C,64.0,Met,83.2,58,58,59,58,,,,,,,,
Union County Public Schools,900353,Sandy Ridge Elementary,Southwest,B,83.0,B,83.0,B,84.0,Met,82.1,83,83,84,82,,,,,,,,
Union County Public Schools,900354,Sardis Elementary,Southwest,C,66.0,C,62.0,B,71.0,Met,83.1,61,56,69,57,,,,,,,,
Union County Public Schools,900356,Shiloh Elementary,Southwest,B,78.0,B,73.0,B,82.0,Exceeded,85.8,76,70,82,82,,,,,,,,
Union County Public Schools,900358,Stallings Elementary,Southwest,B,81.0,B,80.0,B,77.0,Met,83.5,80,79,77,94,,,,,,,,
Union County Public Schools,900360,Sun Valley High,Southwest,B,72.0,,,,,NotMet,66.0,74,,,,66,77,59,68,71,93,87,
Union County Public Schools,900362,Sun Valley Middle,Southwest,C,66.0,B,75.0,D,54.0,NotMet,57.6,68,74,55,83,100,,,,,,,
Union County Public Schools,900363,Sun Valley Elementary,Southwest,B,80.0,B,77.0,B,81.0,Met,83.8,79,76,82,79,,,,,,,,
Union County Public Schools,900364,Union Elementary,Southwest,B,70.0,C,69.0,B,70.0,Met,83.1,67,66,67,72,,,,,,,,
Union County Public Schools,900365,South Providence,Southwest,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900366,Central Academy of Technology & Arts,Southwest,A+NG,95.0,,,,,Exceeded,93.7,95,,,,100,95,93,93,90,100,100,Less Than
Union County Public Schools,900367,Union County Early College,Southwest,A+NG,93.0,,,,,Met,83.6,95,,,,91,100,86,100,,100,100,Less Than
Union County Public Schools,900368,Unionville Elementary,Southwest,B,83.0,B,81.0,A,86.0,Exceeded,92.0,81,79,84,76,,,,,,,,
Union County Public Schools,900370,Walter Bickett Elementary,Southwest,F,39.0,F,35.0,D,44.0,NotMet,58.9,34,27,40,38,,,,,,,,
Union County Public Schools,900372,Waxhaw Elementary,Southwest,C,64.0,C,68.0,C,63.0,Met,77.8,60,64,58,53,,,,,,,,
Union County Public Schools,900376,Weddington Elementary,Southwest,A,92.0,A,90.0,A,93.0,Exceeded,87.1,94,91,100,100,,,,,,,,Insufficient Data
Union County Public Schools,900377,Weddington High,Southwest,A+NG,89.0,,,,,Met,77.1,92,,,,92,90,84,91,86,100,100,Less Than
Union County Public Schools,900378,Weddington Middle,Southwest,A+NG,93.0,A,93.0,A,89.0,Exceeded,94.0,93,94,90,100,100,,,,,,,Less Than
Union County Public Schools,900380,Wesley Chapel Elementary,Southwest,B,83.0,B,80.0,B,83.0,Met,82.9,83,79,84,92,,,,,,,,
Union County Public Schools,900384,Western Union Elementary,Southwest,C,65.0,C,68.0,C,67.0,Met,73.2,64,66,65,50,,,,,,,,
Union County Public Schools,900388,Wingate Elementary,Southwest,C,57.0,D,51.0,C,65.0,Met,70.3,54,44,64,52,,,,,,,,
Union County Public Schools,900391,Marvin Ridge Middle,Southwest,A,93.0,A,91.0,A,93.0,Exceeded,95.6,93,91,92,100,100,,,,,,,Greater Than
Union County Public Schools,900392,Wolfe School,Southwest,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900393,Marvin Ridge High,Southwest,A,93.0,,,,,Exceeded,89.1,94,,,,93,93,87,94,86,100,100,Insufficient Data
Vance County Schools,910304,Aycock Elementary,North Central,B,72.0,C,68.0,B,75.0,Met,78.9,71,66,74,76,,,,,,,,
Vance County Schools,910308,Carver Elementary,North Central,D,53.0,D,53.0,C,58.0,NotMet,68.3,50,46,56,35,,,,,,,,
Vance County Schools,910311,Clarke Elementary,North Central,C,60.0,D,54.0,C,60.0,Exceeded,86.1,54,45,58,71,,,,,,,,
Vance County Schools,910314,Dabney Elementary,North Central,C,56.0,D,52.0,C,59.0,Met,80.3,50,46,53,58,,,,,,,,
Vance County Schools,910316,Eaton-Johnson Middle,North Central,F,37.0,F,39.0,F,32.0,Met,82.7,26,28,18,41,65,,,,,,,
Vance County Schools,910320,Henderson Middle,North Central,F,35.0,D,43.0,F,31.0,NotMet,58.6,29,33,23,32,47,,,,,,,
Vance County Schools,910340,New Hope Elementary,North Central,D,46.0,D,48.0,D,48.0,Met,84.1,37,41,38,19,,,,,,,,
Vance County Schools,910346,E O Young Jr Elementary,North Central,D,44.0,D,49.0,F,36.0,NotMet,69.1,37,41,30,52,,,,,,,,
Vance County Schools,910356,Pinkston Street Elementary,North Central,C,61.0,C,56.0,C,64.0,Met,82.3,55,51,59,59,,,,,,,,
Vance County Schools,910360,E M Rollins Elementary,North Central,D,42.0,D,44.0,D,43.0,NotMet,59.2,37,39,37,30,,,,,,,,
Vance County Schools,910364,Southern Vance High,North Central,D,49.0,,,,,NotMet,56.0,47,,,,26,26,30,32,66,100,81,
Vance County Schools,910368,Western Vance High,North Central,,,,,,,,,,,,,,,,,,,,
Vance County Schools,910370,Northern Vance High,North Central,D,46.0,,,,,NotMet,50.0,45,,,,23,32,22,33,60,100,77,
Vance County Schools,910376,L B Yancey Elementary,North Central,D,44.0,D,40.0,D,47.0,Met,72.1,37,30,42,46,,,,,,,,
Vance County Schools,910380,Zeb Vance Elementary,North Central,C,60.0,C,56.0,C,57.0,Met,81.9,55,50,52,78,,,,,,,,
Vance County Schools,910382,Vance Co Early College,North Central,B,77.0,,,,,Met,83.2,75,,,,57,85,55,74,,100,89,
Vance County Schools,910384,STEM Early High,North Central,C,62.0,B,70.0,C,56.0,NotMet,53.1,65,71,57,87,49,,,,,,,
Wake County Schools,920302,River Bend Elementary,North Central,C,60.0,C,55.0,C,61.0,Met,77.8,56,50,57,74,,,,,,,,
Wake County Schools,920304,Adams Elementary,North Central,B,73.0,B,71.0,B,75.0,Met,73.7,73,70,76,74,,,,,,,,
Wake County Schools,920306,Herbert Akins Rd Elementary,North Central,B,70.0,C,68.0,B,75.0,NotMet,58.0,73,71,76,74,,,,,,,,
Wake County Schools,920307,Alston Ridge Elementary,North Central,B,81.0,B,82.0,B,82.0,NotMet,63.0,85,87,84,85,,,,,,,,
Wake County Schools,920308,Apex Elementary,North Central,C,69.0,C,66.0,B,74.0,NotMet,58.6,72,68,74,76,,,,,,,,
Wake County Schools,920312,Apex Middle,North Central,B,78.0,B,73.0,B,76.0,Met,70.7,80,76,77,92,100,,,,,,,
Wake County Schools,920316,Apex High,North Central,A+NG,86.0,,,,,Met,83.9,87,,,,86,83,80,85,93,91,93,Less Than
Wake County Schools,920318,Athens Drive High,North Central,B,75.0,,,,,Exceeded,92.6,71,,,,61,64,54,73,81,89,83,
Wake County Schools,920320,Aversboro Elementary,North Central,C,63.0,C,59.0,C,67.0,Met,73.6,60,56,63,65,,,,,,,,
Wake County Schools,920324,Longview,North Central,,,,,,,,,,,,,,,,,,,,
Wake County Schools,920325,Banks Rd Elementary,North Central,B,75.0,B,71.0,B,77.0,Met,78.9,75,71,76,81,,,,,,,,
Wake County Schools,920326,Baileywick Road Elementary,North Central,C,60.0,C,58.0,C,62.0,NotMet,64.8,58,55,59,67,,,,,,,,
Wake County Schools,920327,Ballentine Elementary,North Central,C,67.0,C,67.0,B,71.0,NotMet,59.1,68,68,69,66,,,,,,,,
Wake County Schools,920328,Baucom Elementary,North Central,B,80.0,B,78.0,B,79.0,Met,81.6,79,77,78,89,,,,,,,,
Wake County Schools,920329,Barwell Road Elementary,North Central,D,46.0,D,45.0,D,44.0,Met,70.6,39,38,37,51,,,,,,,,
Wake County Schools,920334,Brassfield Elementary,North Central,A+NG,86.0,A,86.0,A,85.0,Met,73.7,86,86,85,85,,,,,,,,Less Than
Wake County Schools,920336,Brentwood Elementary,North Central,C,55.0,D,51.0,C,63.0,NotMet,69.2,52,46,59,46,,,,,,,,
Wake County Schools,920340,Briarcliff Elementary,North Central,C,69.0,C,67.0,B,71.0,NotMet,65.6,70,67,71,77,,,,,,,,
Wake County Schools,920342,Brier Creek Elementary,North Central,C,67.0,C,67.0,C,68.0,NotMet,56.3,70,69,70,72,,,,,,,,
Wake County Schools,920344,Brooks Elementary,North Central,B,70.0,C,68.0,B,71.0,NotMet,68.2,70,69,71,74,,,,,,,,
Wake County Schools,920348,Needham Broughton High,North Central,B,75.0,,,,,Exceeded,85.6,72,,,,56,69,54,73,85,91,85,
Wake County Schools,920352,Bugg Elementary,North Central,D,44.0,D,46.0,D,45.0,NotMet,56.9,40,43,38,41,,,,,,,,
Wake County Schools,920356,Carnage Middle,North Central,C,68.0,C,67.0,C,62.0,Met,72.1,67,66,61,77,85,,,,,,,
Wake County Schools,920358,Carpenter Elementary,North Central,B,71.0,B,73.0,B,70.0,NotMet,58.9,74,75,72,78,,,,,,,,
Wake County Schools,920360,Carroll Middle,North Central,D,46.0,D,51.0,F,39.0,NotMet,57.0,43,47,34,56,55,,,,,,,
Wake County Schools,920362,Carver Elementary,North Central,C,59.0,C,57.0,C,61.0,Met,76.2,55,51,58,62,,,,,,,,
Wake County Schools,920364,Cary Elementary,North Central,B,74.0,B,71.0,B,76.0,Met,79.1,73,68,77,75,,,,,,,,
Wake County Schools,920368,Cary High,North Central,B,80.0,,,,,Exceeded,100.0,76,,,,64,69,72,71,83,94,85,
Wake County Schools,920369,Cedar Fork Elementary,North Central,A+NG,87.0,A,85.0,A,89.0,Met,81.1,89,85,91,92,,,,,,,,Less Than
Wake County Schools,920370,Centennial Campus Middle,North Central,D,53.0,C,58.0,D,42.0,NotMet,56.4,52,54,39,74,86,,,,,,,
Wake County Schools,920376,Combs Elementary,North Central,B,75.0,B,73.0,B,75.0,Met,80.1,74,71,74,79,,,,,,,,
Wake County Schools,920380,Conn Elementary,North Central,C,63.0,C,65.0,C,59.0,NotMet,69.8,61,62,56,75,,,,,,,,
Wake County Schools,920384,Creech Road Elementary,North Central,C,57.0,D,47.0,C,64.0,Met,82.8,50,41,57,59,,,,,,,,
Wake County Schools,920388,Daniels Middle,North Central,C,60.0,C,61.0,C,56.0,NotMet,60.2,60,61,52,71,86,,,,,,,
Wake County Schools,920390,Davis Drive Elementary,North Central,A+NG,86.0,B,84.0,A,88.0,NotMet,64.3,92,89,94,100,,,,,,,,Less Than
Wake County Schools,920391,Davis Drive Middle,North Central,A,86.0,B,80.0,A,87.0,Met,79.6,88,84,87,91,100,,,,,,,Greater Than
Wake County Schools,920393,Dillard Drive Elementary,North Central,C,64.0,C,58.0,C,65.0,Met,82.0,60,54,60,76,,,,,,,,
Wake County Schools,920394,Dillard Drive Middle,North Central,C,63.0,C,61.0,C,56.0,Met,81.2,58,56,51,73,100,,,,,,,
Wake County Schools,920396,Douglas Elementary,North Central,C,61.0,C,65.0,C,61.0,NotMet,51.9,64,66,63,59,,,,,,,,
Wake County Schools,920398,Durant Road Elementary,North Central,C,69.0,B,72.0,C,69.0,NotMet,64.3,70,71,70,67,,,,,,,,
Wake County Schools,920399,Durant Road Middle,North Central,C,60.0,C,65.0,D,51.0,NotMet,60.1,60,62,50,74,89,,,,,,,
Wake County Schools,920400,Reedy Creek Middle,North Central,C,60.0,C,59.0,D,49.0,Met,70.4,57,57,45,79,95,,,,,,,
Wake County Schools,920402,East Cary Middle,North Central,C,65.0,C,68.0,C,60.0,NotMet,52.1,68,70,62,75,87,,,,,,,
Wake County Schools,920403,East Garner Elementary,North Central,D,53.0,D,51.0,D,49.0,Met,76.1,47,45,42,69,,,,,,,,
Wake County Schools,920404,East Garner Middle,North Central,D,50.0,C,55.0,D,41.0,NotMet,66.2,46,48,36,61,73,,,,,,,
Wake County Schools,920408,East Millbrook Middle,North Central,D,51.0,D,49.0,D,42.0,Met,72.2,46,44,36,75,76,,,,,,,
Wake County Schools,920410,East Wake Middle,North Central,D,47.0,D,47.0,D,44.0,NotMet,69.1,41,40,34,54,78,,,,,,,
Wake County Schools,920412,William G Enloe High,North Central,B,76.0,,,,,Met,80.1,75,,,,66,72,68,75,78,90,82,
Wake County Schools,920413,Forestville Road Elementary,North Central,C,63.0,C,55.0,C,67.0,Met,84.2,58,48,63,71,,,,,,,,
Wake County Schools,920414,Farmington Woods Elementary,North Central,B,75.0,B,74.0,B,73.0,Met,79.7,74,75,71,81,,,,,,,,
Wake County Schools,920415,Fox Road Elementary,North Central,D,52.0,D,46.0,D,53.0,Met,77.9,46,40,46,64,,,,,,,,
Wake County Schools,920416,Fuller Elementary,North Central,C,68.0,C,64.0,B,70.0,Met,77.4,65,64,66,69,,,,,,,,
Wake County Schools,920417,Forest Pines Drive Elementary,North Central,C,65.0,C,65.0,C,66.0,NotMet,58.6,66,66,66,65,,,,,,,,
Wake County Schools,920420,Fuquay-Varina Elementary,North Central,C,69.0,C,68.0,B,71.0,Met,72.2,69,66,70,73,,,,,,,,
Wake County Schools,920424,Fuquay-Varina Middle,North Central,C,58.0,C,63.0,D,48.0,NotMet,59.4,58,58,46,84,75,,,,,,,
Wake County Schools,920428,Fuquay-Varina High,North Central,B,75.0,,,,,Exceeded,89.0,71,,,,66,70,59,68,76,87,80,
Wake County Schools,920436,Garner High,North Central,B,70.0,,,,,Exceeded,92.5,64,,,,53,62,50,48,79,87,85,
Wake County Schools,920438,River Oaks Middle,North Central,,,,,,,,,,,,,,,,,,,,
Wake County Schools,920439,Green Hope Elementary,North Central,A,87.0,A,86.0,A,87.0,Met,81.2,88,87,88,91,,,,,,,,Greater Than
Wake County Schools,920440,Green Elementary,North Central,C,56.0,D,52.0,C,56.0,Met,82.5,50,46,49,66,,,,,,,,
Wake County Schools,920441,Green Hope High,North Central,A+NG,91.0,,,,,Exceeded,87.3,91,,,,88,90,84,89,95,100,100,Less Than
Wake County Schools,920442,Hilburn Drive Academy,North Central,B,76.0,B,75.0,B,74.0,Exceeded,88.2,73,72,70,79,100,,,,,,,
Wake County Schools,920443,Highcroft Elementary,North Central,B,84.0,A,85.0,A,85.0,NotMet,55.1,91,90,92,92,,,,,,,,
Wake County Schools,920444,Heritage Middle,North Central,B,83.0,B,82.0,B,80.0,Exceeded,90.3,82,81,77,89,100,,,,,,,
Wake County Schools,920445,Heritage High,North Central,B,77.0,,,,,Exceeded,86.6,75,,,,68,70,60,70,85,92,90,
Wake County Schools,920446,Hodge Road Elementary,North Central,F,37.0,D,42.0,F,37.0,NotMet,61.0,31,32,31,29,,,,,,,,
Wake County Schools,920447,Holly Springs Elementary,North Central,B,82.0,B,82.0,B,81.0,Met,84.5,82,83,79,86,,,,,,,,
Wake County Schools,920448,Hunter Elementary,North Central,C,61.0,C,63.0,C,64.0,NotMet,63.4,61,61,60,62,,,,,,,,
Wake County Schools,920449,Holly Ridge Elementary,North Central,B,70.0,C,69.0,B,74.0,NotMet,59.5,73,71,74,75,,,,,,,,
Wake County Schools,920450,Holly Ridge Middle,North Central,C,66.0,C,68.0,C,59.0,NotMet,56.0,68,69,59,77,100,,,,,,,
Wake County Schools,920451,Harris Creek Elementary,North Central,C,64.0,C,67.0,C,66.0,NotMet,63.0,65,66,64,64,,,,,,,,
Wake County Schools,920452,Jeffreys Grove Elementary,North Central,B,71.0,C,67.0,B,75.0,NotMet,62.2,74,69,76,84,,,,,,,,
Wake County Schools,920453,Jones Dairy Elementary,North Central,B,80.0,B,79.0,B,82.0,NotMet,61.8,84,82,86,84,,,,,,,,
Wake County Schools,920454,Heritage Elementary,North Central,B,78.0,B,77.0,B,78.0,NotMet,59.9,82,81,82,85,,,,,,,,
Wake County Schools,920455,Holly Springs High,North Central,A+NG,85.0,,,,,Exceeded,97.5,82,,,,73,78,75,78,90,100,95,Less Than
Wake County Schools,920456,Joyner Elementary,North Central,B,74.0,B,74.0,B,76.0,Met,77.4,73,72,75,69,,,,,,,,
Wake County Schools,920457,Holly Grove Elementary,North Central,B,80.0,B,80.0,B,80.0,NotMet,60.9,85,83,85,89,,,,,,,,
Wake County Schools,920458,Holly Grove Middle,North Central,B,71.0,B,72.0,C,58.0,Met,77.1,70,71,58,88,94,,,,,,,
Wake County Schools,920460,Kingswood Elementary,North Central,C,69.0,C,63.0,B,70.0,Met,76.7,67,61,68,79,,,,,,,,
Wake County Schools,920464,Knightdale Elementary,North Central,D,52.0,D,46.0,C,58.0,NotMet,68.8,48,41,52,55,,,,,,,,
Wake County Schools,920466,Knightdale High,North Central,C,56.0,,,,,NotMet,59.9,55,,,,35,45,32,36,66,92,89,
Wake County Schools,920467,Laurel Park Elementary,North Central,B,76.0,B,80.0,B,73.0,NotMet,63.8,79,82,76,79,,,,,,,,
Wake County Schools,920468,Lacy Elementary,North Central,B,72.0,B,71.0,B,74.0,NotMet,64.5,74,73,73,80,,,,,,,,
Wake County Schools,920469,Leesville Road Elementary,North Central,C,69.0,B,72.0,B,70.0,NotMet,61.4,71,72,72,66,,,,,,,,
Wake County Schools,920470,Lead Mine Elementary,North Central,C,58.0,C,58.0,C,63.0,NotMet,59.8,58,56,61,54,,,,,,,,
Wake County Schools,920471,Leesville Road Middle,North Central,B,75.0,B,73.0,C,68.0,Exceeded,90.9,71,70,63,83,100,,,,,,,
Wake County Schools,920472,Ligon Middle,North Central,C,66.0,C,67.0,C,61.0,NotMet,59.6,68,68,60,78,90,,,,,,,
Wake County Schools,920473,Leesville Road High,North Central,A+NG,85.0,,,,,Exceeded,100.0,81,,,,81,76,71,76,84,100,92,Less Than
Wake County Schools,920474,Lake Myra Elementary,North Central,C,56.0,D,54.0,D,54.0,NotMet,58.4,56,53,53,76,,,,,,,,
Wake County Schools,920476,Lincoln Heights Elementary,North Central,D,46.0,D,44.0,D,49.0,NotMet,59.3,43,41,43,49,,,,,,,,
Wake County Schools,920480,Lockhart Elementary,North Central,C,57.0,C,56.0,C,55.0,Met,77.7,51,49,51,57,,,,,,,,
Wake County Schools,920484,Lufkin Road Middle,North Central,B,83.0,B,80.0,B,79.0,Exceeded,88.4,82,80,77,92,100,,,,,,,
Wake County Schools,920488,Lynn Road Elementary,North Central,C,62.0,C,61.0,C,61.0,Exceeded,85.3,56,56,55,61,,,,,,,,
Wake County Schools,920492,Martin Middle,North Central,B,76.0,C,67.0,B,73.0,Exceeded,86.2,73,69,68,84,100,,,,,,,
Wake County Schools,920494,Middle Creek Elementary,North Central,B,74.0,B,71.0,B,76.0,NotMet,60.4,77,74,79,82,,,,,,,,
Wake County Schools,920495,Middle Creek High,North Central,B,84.0,,,,,Exceeded,100.0,80,,,,69,77,73,76,87,95,89,
Wake County Schools,920496,Millbrook Elementary,North Central,D,52.0,D,51.0,C,55.0,NotMet,62.4,49,48,50,48,,,,,,,,
Wake County Schools,920500,Millbrook High,North Central,B,81.0,,,,,Exceeded,99.7,77,,,,60,73,67,70,83,100,90,
Wake County Schools,920501,Mills Park Elementary,North Central,A,88.0,B,83.0,A,89.0,Met,82.5,89,87,89,92,,,,,,,,Greater Than
Wake County Schools,920502,Mills Park Middle,North Central,A,86.0,B,81.0,B,83.0,Exceeded,90.2,85,83,83,94,100,,,,,,,Greater Than
Wake County Schools,920504,Morrisville Elementary,North Central,A+NG,87.0,A,87.0,A,85.0,Met,74.8,90,89,91,94,,,,,,,,Less Than
Wake County Schools,920506,Moore Square Museum Magnet Middle,North Central,C,59.0,D,54.0,D,52.0,Met,83.0,53,51,44,73,90,,,,,,,
