District Name,unit_code,School Name,SBE District,SPG Grade,SPG Score,Reading SPG Score,Reading SPG Grade,Math SPG Score,Math SPG Grade,EVAAS Growth Status,EVAAS Growth Score,Overall Achievement Score,Reading Score,Math Score,Science Score,NC Math 1 Score,English II Score,Biology Score,ACT Score,ACT WorkKeys Score,Passing NC Math 3,4-Year Cohort Graduation Rate Score,State Gap Compared
Vance County Schools,910356,Pinkston Street Elementary,North Central,C,57.0,47.0,D,68.0,C,NotMet,63.4,56,43,66,67,,,,,,,,
Vance County Schools,910360,E M Rollins Elementary,North Central,F,29.0,31.0,F,30.0,F,NotMet,56.3,22,24,21,21,,,,,,,,
Vance County Schools,910364,Southern Vance High,North Central,D,53.0,,,,,NotMet,67.5,49,,,,27,24,34,18,63,100,80,
Vance County Schools,910368,Western Vance High,North Central,,,,,,,,,,,,,,,,,,,,
Vance County Schools,910370,Northern Vance High,North Central,D,48.0,,,,,NotMet,50.0,48,,,,20,37,19,28,53,100,82,
Vance County Schools,910376,L B Yancey Elementary,North Central,C,62.0,54.0,D,68.0,C,Exceeded,85.0,56,46,63,66,,,,,,,,
Vance County Schools,910380,Zeb Vance Elementary,North Central,C,65.0,59.0,C,66.0,C,Exceeded,87.7,59,53,60,78,,,,,,,,
Vance County Schools,910382,Vance Co Early College,North Central,A,86.0,,,,,Exceeded,92.0,85,,,,73,91,77,71,,100,100,N
Vance County Schools,910384,STEM Early High,North Central,C,66.0,74.0,B,56.0,C,NotMet,52.6,69,75,56,92,66,,,,,,,
Wake County Schools,920302,River Bend Elementary,North Central,C,63.0,60.0,C,60.0,C,Met,82.5,58,55,56,74,,,,,,,,
Wake County Schools,920303,Abbotts Creek Elementary,North Central,B,73.0,72.0,B,73.0,B,Met,83.0,70,69,70,75,,,,,,,,
Wake County Schools,920304,Adams Elementary,North Central,C,63.0,65.0,C,66.0,C,NotMet,55.3,66,64,69,60,,,,,,,,
Wake County Schools,920306,Herbert Akins Rd Elementary,North Central,B,75.0,74.0,B,76.0,B,Met,82.5,73,73,74,74,,,,,,,,
Wake County Schools,920307,Alston Ridge Elementary,North Central,B,78.0,79.0,B,78.0,B,NotMet,64.2,81,80,81,82,,,,,,,,
Wake County Schools,920308,Apex Elementary,North Central,B,71.0,70.0,B,74.0,B,NotMet,64.4,72,71,73,74,,,,,,,,
Wake County Schools,920312,Apex Middle,North Central,B,81.0,80.0,B,77.0,B,Met,80.7,82,79,77,90,100,,,,,,,
Wake County Schools,920316,Apex High,North Central,B,81.0,,,,,NotMet,66.5,85,,,,83,78,72,82,93,93,100,
Wake County Schools,920317,Apex Friendship High,North Central,B,80.0,,,,,Met,83.2,79,,,,82,83,70,80,,,,
Wake County Schools,920318,Athens Drive High,North Central,B,73.0,,,,,Exceeded,87.8,69,,,,58,63,56,61,78,92,88,
Wake County Schools,920320,Aversboro Elementary,North Central,C,57.0,57.0,C,55.0,C,Met,72.6,53,54,49,62,,,,,,,,
Wake County Schools,920324,Longview,North Central,,,,,,,,,,,,,,,,,,,,
Wake County Schools,920325,Banks Road Elementary,North Central,B,75.0,73.0,B,74.0,B,Met,82.0,73,70,73,82,,,,,,,,
Wake County Schools,920326,Baileywick Road Elementary,North Central,D,49.0,54.0,D,42.0,D,NotMet,66.8,45,48,38,58,,,,,,,,
Wake County Schools,920327,Ballentine Elementary,North Central,B,71.0,69.0,C,73.0,B,Met,70.9,71,69,71,76,,,,,,,,
Wake County Schools,920328,Baucom Elementary,North Central,B,82.0,80.0,B,81.0,B,Exceeded,85.3,81,81,79,88,,,,,,,,
Wake County Schools,920329,Barwell Road Elementary,North Central,D,48.0,45.0,D,48.0,D,Met,75.3,41,38,40,55,,,,,,,,
Wake County Schools,920332,Beaverdam Elementary,North Central,D,43.0,44.0,D,40.0,D,NotMet,56.7,40,40,36,54,,,,,,,,
Wake County Schools,920334,Brassfield Elementary,North Central,B,75.0,74.0,B,78.0,B,NotMet,67.2,77,76,78,82,,,,,,,,
Wake County Schools,920336,Brentwood Elementary,North Central,C,56.0,49.0,D,63.0,C,Met,70.7,52,43,59,56,,,,,,,,
Wake County Schools,920340,Briarcliff Elementary,North Central,B,74.0,72.0,B,74.0,B,Met,82.3,72,70,72,81,,,,,,,,
Wake County Schools,920342,Brier Creek Elementary,North Central,C,62.0,64.0,C,59.0,C,NotMet,55.8,63,64,60,69,,,,,,,,
Wake County Schools,920344,Brooks Elementary,North Central,B,75.0,75.0,B,74.0,B,Exceeded,86.3,72,72,72,75,,,,,,,,
Wake County Schools,920348,Needham Broughton High,North Central,B,71.0,,,,,Met,81.7,69,,,,50,67,57,66,84,92,87,
Wake County Schools,920352,Bugg Elementary,North Central,F,34.0,38.0,F,34.0,F,NotMet,65.0,26,30,23,25,,,,,,,,
Wake County Schools,920356,Carnage Middle,North Central,C,69.0,67.0,C,63.0,C,Met,74.7,68,64,61,83,100,,,,,,,
Wake County Schools,920358,Carpenter Elementary,North Central,B,75.0,77.0,B,76.0,B,Met,72.1,76,76,77,75,,,,,,,,
Wake County Schools,920360,Carroll Middle,North Central,D,50.0,57.0,C,41.0,D,NotMet,53.5,49,53,38,59,69,,,,,,,
Wake County Schools,920362,Carver Elementary,North Central,C,65.0,65.0,C,61.0,C,Met,78.9,61,63,56,75,,,,,,,,
Wake County Schools,920364,Cary Elementary,North Central,B,74.0,72.0,B,75.0,B,Met,74.7,74,71,75,81,,,,,,,,
Wake County Schools,920368,Cary High,North Central,B,80.0,,,,,Exceeded,98.6,75,,,,68,69,69,65,75,91,89,
Wake County Schools,920369,Cedar Fork Elementary,North Central,A+NG,86.0,79.0,B,88.0,A,Met,75.0,86,83,88,87,,,,,,,,Y
Wake County Schools,920370,Centennial Campus Middle,North Central,C,58.0,55.0,C,49.0,D,Met,76.1,53,51,44,75,94,,,,,,,
Wake County Schools,920376,Combs Elementary,North Central,B,72.0,75.0,B,71.0,B,NotMet,65.7,73,74,73,74,,,,,,,,
Wake County Schools,920380,Conn Elementary,North Central,C,59.0,67.0,C,59.0,C,NotMet,61.0,59,65,56,46,,,,,,,,
Wake County Schools,920384,Creech Road Elementary,North Central,D,45.0,42.0,D,50.0,D,NotMet,56.5,42,38,46,42,,,,,,,,
Wake County Schools,920386,Crossroads FLEX,North Central,A,85.0,,,,,Met,72.5,85,,,,86,93,63,86,,100,84,N
Wake County Schools,920388,Daniels Middle,North Central,B,71.0,73.0,B,64.0,C,Met,83.8,68,69,59,80,87,,,,,,,
Wake County Schools,920390,Davis Drive Elementary,North Central,A+NG,92.0,90.0,A,91.0,A,Met,77.2,95,94,100,100,,,,,,,,Y
Wake County Schools,920391,Davis Drive Middle,North Central,A,91.0,87.0,A,89.0,A,Exceeded,91.2,91,87,90,100,100,,,,,,,Y
Wake County Schools,920393,Dillard Drive Elementary,North Central,C,63.0,58.0,C,68.0,C,Met,80.2,59,55,63,59,,,,,,,,
Wake County Schools,920394,Dillard Drive Middle,North Central,C,64.0,61.0,C,58.0,C,Met,75.7,61,58,55,76,100,,,,,,,
Wake County Schools,920396,Douglas Elementary,North Central,C,58.0,63.0,C,52.0,D,NotMet,55.7,59,63,51,69,,,,,,,,
Wake County Schools,920398,Durant Road Elementary,North Central,C,63.0,63.0,C,63.0,C,NotMet,63.2,63,63,61,72,,,,,,,,
Wake County Schools,920399,Durant Road Middle,North Central,C,65.0,67.0,C,55.0,C,Met,80.0,62,62,53,73,95,,,,,,,
Wake County Schools,920400,Reedy Creek Middle,North Central,C,55.0,55.0,C,47.0,D,NotMet,55.5,55,55,43,83,94,,,,,,,
Wake County Schools,920402,East Cary Middle,North Central,B,74.0,75.0,B,67.0,C,Met,71.8,75,74,68,85,100,,,,,,,
Wake County Schools,920403,East Garner Elementary,North Central,D,53.0,45.0,D,54.0,D,Met,83.9,46,40,44,71,,,,,,,,
Wake County Schools,920404,East Garner Middle,North Central,C,55.0,58.0,C,47.0,D,NotMet,69.0,52,52,42,70,94,,,,,,,
Wake County Schools,920408,East Millbrook Middle,North Central,D,47.0,48.0,D,40.0,D,NotMet,53.0,46,45,35,63,90,,,,,,,
Wake County Schools,920410,East Wake Middle,North Central,D,40.0,40.0,D,31.0,F,NotMet,54.2,36,35,26,61,72,,,,,,,
Wake County Schools,920411,East Wake High,North Central,C,57.0,,,,,NotMet,50.7,59,,,,37,49,41,39,75,95,91,
Wake County Schools,920412,Enloe High,North Central,B,72.0,,,,,NotMet,57.4,76,,,,64,75,64,74,77,91,91,
Wake County Schools,920413,Forestville Road Elementary,North Central,D,54.0,50.0,D,55.0,C,NotMet,65.9,51,46,52,64,,,,,,,,
Wake County Schools,920414,Farmington Woods Elementary,North Central,B,77.0,76.0,B,75.0,B,Met,77.9,76,78,73,81,,,,,,,,
Wake County Schools,920415,Fox Road Elementary,North Central,C,58.0,53.0,D,60.0,C,Met,81.2,53,46,55,63,,,,,,,,
Wake County Schools,920416,Fuller Elementary,North Central,C,66.0,64.0,C,68.0,C,NotMet,66.7,66,65,64,74,,,,,,,,
Wake County Schools,920417,Forest Pines Drive Elementary,North Central,C,69.0,63.0,C,73.0,B,Met,80.0,67,61,69,76,,,,,,,,
Wake County Schools,920420,Fuquay-Varina Elementary,North Central,C,69.0,67.0,C,68.0,C,Met,76.6,67,64,66,79,,,,,,,,
Wake County Schools,920424,Fuquay-Varina Middle,North Central,C,60.0,66.0,C,49.0,D,NotMet,58.2,60,62,48,81,100,,,,,,,
Wake County Schools,920428,Fuquay-Varina High,North Central,B,79.0,,,,,Exceeded,91.3,75,,,,68,71,68,65,76,90,92,
Wake County Schools,920436,Garner High,North Central,C,59.0,,,,,NotMet,50.0,61,,,,50,51,40,55,68,90,90,
Wake County Schools,920438,River Oaks Middle,North Central,,,,,,,,,,,,,,,,,,,,
Wake County Schools,920439,Green Hope Elementary,North Central,A+NG,89.0,87.0,A,89.0,A,Exceeded,86.8,89,89,89,91,,,,,,,,Y
Wake County Schools,920440,Green Elementary,North Central,D,49.0,50.0,D,47.0,D,NotMet,59.5,47,45,44,62,,,,,,,,
Wake County Schools,920441,Green Hope High,North Central,A+NG,89.0,,,,,Met,84.9,90,,,,88,88,83,87,94,100,100,Y
Wake County Schools,920442,Hilburn Drive Academy,North Central,C,65.0,67.0,C,58.0,C,Met,76.3,63,64,54,78,94,,,,,,,
Wake County Schools,920443,Highcroft Elementary,North Central,B,82.0,82.0,B,83.0,B,NotMet,58.2,87,85,89,90,,,,,,,,
Wake County Schools,920444,Heritage Middle,North Central,A+NG,87.0,84.0,B,83.0,B,Exceeded,94.4,85,83,81,93,100,,,,,,,Y
Wake County Schools,920445,Heritage High,North Central,B,78.0,,,,,Met,80.7,78,,,,74,75,63,73,80,93,91,
Wake County Schools,920446,Hodge Road Elementary,North Central,D,52.0,46.0,D,54.0,D,Exceeded,85.9,43,37,47,50,,,,,,,,
Wake County Schools,920447,Holly Springs Elementary,North Central,B,84.0,80.0,B,85.0,A,Met,82.5,84,81,85,89,,,,,,,,
Wake County Schools,920448,Hunter Elementary,North Central,C,65.0,68.0,C,65.0,C,NotMet,59.8,66,67,65,65,,,,,,,,
Wake County Schools,920449,Holly Ridge Elementary,North Central,B,78.0,77.0,B,77.0,B,Met,73.6,80,77,79,88,,,,,,,,
Wake County Schools,920450,Holly Ridge Middle,North Central,C,64.0,67.0,C,58.0,C,NotMet,51.3,68,68,59,76,100,,,,,,,
Wake County Schools,920451,Harris Creek Elementary,North Central,C,61.0,67.0,C,60.0,C,NotMet,56.9,62,65,61,57,,,,,,,,
Wake County Schools,920452,Jeffreys Grove Elementary,North Central,B,76.0,75.0,B,75.0,B,Met,83.8,74,74,72,81,,,,,,,,
Wake County Schools,920453,Jones Dairy Elementary,North Central,B,80.0,81.0,B,80.0,B,NotMet,59.7,85,83,86,85,,,,,,,,
Wake County Schools,920454,Heritage Elementary,North Central,B,80.0,78.0,B,81.0,B,Met,77.6,81,77,82,89,,,,,,,,
Wake County Schools,920455,Holly Springs High,North Central,B,82.0,,,,,Met,82.5,82,,,,71,78,71,73,77,100,100,
Wake County Schools,920456,Joyner Elementary,North Central,B,73.0,75.0,B,76.0,B,Met,70.2,73,75,75,65,,,,,,,,
Wake County Schools,920457,Holly Grove Elementary,North Central,B,83.0,82.0,B,83.0,B,NotMet,66.8,87,85,87,94,,,,,,,,
Wake County Schools,920458,Holly Grove Middle,North Central,B,78.0,78.0,B,68.0,C,Exceeded,87.6,76,76,66,91,100,,,,,,,
Wake County Schools,920460,Kingswood Elementary,North Central,C,63.0,60.0,C,61.0,C,Met,80.6,59,54,58,75,,,,,,,,
Wake County Schools,920464,Knightdale Elementary,North Central,C,57.0,52.0,D,57.0,C,Met,80.5,51,45,51,71,,,,,,,,
Wake County Schools,920466,Knightdale High,North Central,D,52.0,,,,,NotMet,50.0,53,,,,31,41,23,38,67,100,94,
Wake County Schools,920467,Laurel Park Elementary,North Central,B,80.0,75.0,B,81.0,B,Exceeded,86.9,78,75,78,90,,,,,,,,
Wake County Schools,920468,Lacy Elementary,North Central,B,79.0,78.0,B,79.0,B,Met,81.5,78,78,78,81,,,,,,,,
Wake County Schools,920469,Leesville Road Elementary,North Central,B,70.0,70.0,B,75.0,B,NotMet,57.3,73,72,76,69,,,,,,,,
Wake County Schools,920470,Lead Mine Elementary,North Central,B,70.0,68.0,C,73.0,B,Met,84.8,67,65,69,64,,,,,,,,
Wake County Schools,920471,Leesville Road Middle,North Central,B,74.0,75.0,B,67.0,C,Met,80.7,73,72,64,83,100,,,,,,,
Wake County Schools,920472,Ligon Middle,North Central,C,67.0,70.0,B,62.0,C,NotMet,57.3,70,70,61,77,100,,,,,,,
Wake County Schools,920473,Leesville Road High,North Central,B,84.0,,,,,Exceeded,92.3,81,,,,75,80,73,74,86,94,94,
Wake County Schools,920474,Lake Myra Elementary,North Central,D,47.0,47.0,D,50.0,D,NotMet,50.9,46,45,48,42,,,,,,,,
Wake County Schools,920476,Lincoln Heights Elementary,North Central,D,51.0,44.0,D,55.0,C,Met,79.9,44,37,48,56,,,,,,,,
Wake County Schools,920480,Lockhart Elementary,North Central,C,61.0,60.0,C,60.0,C,Met,81.9,55,55,53,63,,,,,,,,
Wake County Schools,920484,Lufkin Road Middle,North Central,A,85.0,84.0,B,80.0,B,Exceeded,94.3,82,82,77,91,100,,,,,,,Y
Wake County Schools,920488,Lynn Road Elementary,North Central,D,54.0,52.0,D,60.0,C,Met,70.4,50,48,54,44,,,,,,,,
Wake County Schools,920492,Martin Middle,North Central,B,77.0,74.0,B,73.0,B,Met,84.2,75,73,69,84,100,,,,,,,
Wake County Schools,920494,Middle Creek Elementary,North Central,B,75.0,75.0,B,75.0,B,Met,79.8,74,74,73,78,,,,,,,,
Wake County Schools,920495,Middle Creek High,North Central,B,81.0,,,,,Exceeded,95.8,77,,,,64,72,72,67,86,93,93,
Wake County Schools,920496,Millbrook Elementary,North Central,D,43.0,46.0,D,39.0,F,NotMet,55.3,40,42,34,49,,,,,,,,
Wake County Schools,920500,Millbrook High,North Central,B,74.0,,,,,Met,74.3,73,,,,58,70,55,68,86,93,92,
Wake County Schools,920501,Mills Park Elementary,North Central,A,89.0,89.0,A,88.0,A,Met,82.6,91,90,90,93,,,,,,,,Y
Wake County Schools,920502,Mills Park Middle,North Central,A,91.0,86.0,A,89.0,A,Exceeded,100.0,89,86,87,100,100,,,,,,,Y
Wake County Schools,920504,Morrisville Elementary,North Central,A+NG,89.0,85.0,A,89.0,A,Met,82.5,90,89,89,100,,,,,,,,Y
Wake County Schools,920506,Moore Square Museum Magnet Middle,North Central,C,65.0,69.0,C,51.0,D,Met,80.2,61,65,48,81,92,,,,,,,
Wake County Schools,920508,Mount Vernon,North Central,,,,,,,,,,,,,,,,,,,,
Wake County Schools,920512,North Garner Middle,North Central,D,54.0,59.0,C,46.0,D,NotMet,59.9,53,53,43,67,100,,,,,,,
Wake County Schools,920514,North Forest Pines Elementary,North Central,B,73.0,72.0,B,73.0,B,Met,80.8,71,71,70,74,,,,,,,,
Wake County Schools,920516,North Ridge Elementary,North Central,B,73.0,69.0,C,74.0,B,Met,82.5,70,66,71,83,,,,,,,,
Wake County Schools,920520,Northwoods Elementary,North Central,B,75.0,70.0,B,77.0,B,Met,84.9,72,69,73,81,,,,,,,,
Wake County Schools,920521,Oakview Elementary,North Central,B,74.0,74.0,B,74.0,B,NotMet,60.4,77,75,77,82,,,,,,,,
Wake County Schools,920522,Oak Grove Elementary,North Central,B,78.0,77.0,B,76.0,B,Exceeded,90.9,74,74,72,81,,,,,,,,
Wake County Schools,920523,Olive Chapel Elementary,North Central,A+NG,86.0,85.0,A,87.0,A,Met,80.9,87,86,88,86,,,,,,,,Y
Wake County Schools,920524,Olds Elementary,North Central,B,72.0,78.0,B,70.0,B,NotMet,65.8,74,78,71,71,,,,,,,,
Wake County Schools,920525,Partnership Elementary,North Central,C,58.0,60.0,C,54.0,D,Met,80.4,52,55,47,62,,,,,,,,
Wake County Schools,920526,Panther Creek High,North Central,A,93.0,,,,,Exceeded,99.5,92,,,,87,89,88,89,93,100,100,Y
Wake County Schools,920528,Phillips High,North Central,,,,,,,,,,,,,,,,,,,,
Wake County Schools,920529,Pine Hollow Middle,North Central,B,82.0,81.0,B,82.0,B,Exceeded,96.9,79,79,78,80,94,,,,,,,
Wake County Schools,920530,Penny Road Elementary,North Central,B,75.0,75.0,B,77.0,B,Met,77.3,75,74,77,72,,,,,,,,
Wake County Schools,920531,Pleasant Union Elementary,North Central,B,84.0,84.0,B,87.0,A,Exceeded,90.6,83,83,86,75,,,,,,,,
Wake County Schools,920532,Poe Elementary,North Central,D,46.0,50.0,D,45.0,D,NotMet,63.3,41,43,40,40,,,,,,,,
Wake County Schools,920533,Pleasant Grove Elementary,North Central,C,64.0,66.0,C,61.0,C,NotMet,62.2,64,65,62,70,,,,,,,,
Wake County Schools,920536,Powell Elementary,North Central,D,52.0,55.0,C,50.0,D,Met,74.4,47,49,44,49,,,,,,,,
Wake County Schools,920540,Rand Road Elementary,North Central,B,73.0,70.0,B,73.0,B,Met,76.5,72,70,71,79,,,,,,,,
Wake County Schools,920542,Reedy Creek Elementary,North Central,C,67.0,64.0,C,68.0,C,Met,82.5,64,60,64,74,,,,,,,,
Wake County Schools,920543,Richland Creek Elementary,North Central,C,65.0,69.0,C,66.0,C,NotMet,67.9,65,66,67,53,,,,,,,,
Wake County Schools,920544,Rolesville Elementary,North Central,B,72.0,71.0,B,70.0,B,Met,78.5,70,69,68,80,,,,,,,,
Wake County Schools,920545,Rolesville Middle,North Central,C,58.0,59.0,C,50.0,D,NotMet,52.9,59,58,50,76,94,,,,,,,
Wake County Schools,920546,Rolesville High,North Central,C,61.0,,,,,NotMet,52.3,63,,,,50,58,42,49,62,100,91,
Wake County Schools,920548,Root Elementary,North Central,B,71.0,71.0,B,70.0,B,NotMet,64.3,73,72,70,85,,,,,,,,
Wake County Schools,920550,Salem Elementary,North Central,C,66.0,67.0,C,64.0,C,NotMet,68.1,66,64,64,75,,,,,,,,
Wake County Schools,920551,Salem Middle,North Central,B,79.0,78.0,B,75.0,B,Met,83.5,78,77,73,84,100,,,,,,,
Wake County Schools,920552,Sanderson High,North Central,C,69.0,,,,,Met,72.6,68,,,,49,64,54,69,78,91,87,
Wake County Schools,920554,Sanford Creek Elementary,North Central,C,68.0,70.0,B,69.0,C,Met,71.9,67,67,68,67,,,,,,,,
Wake County Schools,920557,Scotts Ridge Elementary,North Central,A+NG,88.0,83.0,B,87.0,A,Met,71.8,88,86,88,90,,,,,,,,Y
Wake County Schools,920560,Smith Elementary,North Central,D,48.0,45.0,D,50.0,D,Met,76.7,40,36,44,44,,,,,,,,
Wake County Schools,920562,Southeast Raleigh High,North Central,C,65.0,,,,,Exceeded,93.9,57,,,,51,44,43,33,65,80,83,
Wake County Schools,920564,Stough Elementary,North Central,C,60.0,59.0,C,64.0,C,Met,70.2,58,56,60,57,,,,,,,,
Wake County Schools,920568,Swift Creek Elementary,North Central,C,59.0,61.0,C,66.0,C,NotMet,61.6,59,58,65,42,,,,,,,,
Wake County Schools,920569,Sycamore Creek Elementary,North Central,A+NG,87.0,85.0,A,85.0,A,Met,75.8,87,86,88,85,,,,,,,,Y
Wake County Schools,920570,Timber Drive Elementary,North Central,D,49.0,51.0,D,48.0,D,NotMet,52.5,48,49,46,52,,,,,,,,
Wake County Schools,920571,Turner Creek Elementary,North Central,B,75.0,73.0,B,76.0,B,Met,75.7,75,72,75,84,,,,,,,,
Wake County Schools,920572,Underwood Elementary,North Central,B,72.0,76.0,B,71.0,B,NotMet,64.4,74,76,73,74,,,,,,,,
Wake County Schools,920576,Vance Elementary,North Central,C,66.0,62.0,C,61.0,C,Met,80.9,62,59,56,86,,,,,,,,
Wake County Schools,920580,Vandora Springs Elementary,North Central,C,57.0,54.0,D,57.0,C,Met,80.5,51,47,51,63,,,,,,,,
Wake County Schools,920581,Vernon Malone College and Career Academy,North Central,B,78.0,,,,,Met,79.1,77,,,,69,77,65,60,85,100,100,
Wake County Schools,920582,Wake STEM Early College High School,North Central,A,96.0,,,,,Exceeded,86.6,100,,,,100,100,93,100,,100,100,N
Wake County Schools,920583,Wake Early College of Health and Science,North Central,A,96.0,,,,,Exceeded,93.9,100,,,,95,100,100,92,,100,100,N
Wake County Schools,920584,Wake Forest Elementary,North Central,C,61.0,59.0,C,65.0,C,NotMet,57.6,62,58,65,66,,,,,,,,
Wake County Schools,920585,Wake Young Men's Leadership Academy,North Central,B,78.0,84.0,B,67.0,C,Met,76.3,79,84,66,89,74,72,,72,,100,100,
Wake County Schools,920586,Wake Young Women's Leadership Academy,North Central,A+NG,87.0,85.0,A,82.0,B,Met,70.4,87,88,83,88,87,95,72,80,88,100,100,Y
Wake County Schools,920588,Wake Forest High School,North Central,B,80.0,,,,,Exceeded,95.6,76,,,,66,71,63,72,82,94,93,
Wake County Schools,920592,Wake Forest Middle School,North Central,C,58.0,60.0,C,50.0,D,NotMet,56.5,59,59,48,75,91,,,,,,,
Wake County Schools,920593,Wakefield Elementary,North Central,C,63.0,62.0,C,63.0,C,Met,72.9,61,60,59,73,,,,,,,,
Wake County Schools,920594,Wakefield Middle,North Central,C,66.0,67.0,C,58.0,C,NotMet,53.7,69,69,59,84,93,,,,,,,
Wake County Schools,920595,Wakefield High,North Central,B,72.0,,,,,NotMet,60.2,75,,,,62,69,55,66,85,92,95,
Wake County Schools,920596,Washington Elementary,North Central,C,66.0,64.0,C,68.0,C,Met,80.5,63,61,64,65,,,,,,,,
Wake County Schools,920597,Wakelon Elementary,North Central,C,58.0,58.0,C,60.0,C,NotMet,66.6,55,55,57,53,,,,,,,,
Wake County Schools,920598,Weatherstone Elementary,North Central,B,81.0,74.0,B,86.0,A,Exceeded,85.6,80,73,85,85,,,,,,,,
Wake County Schools,920599,Walnut Creek Elementary,North Central,D,46.0,44.0,D,45.0,D,NotMet,61.8,42,37,41,59,,,,,,,,
Wake County Schools,920600,Wendell Elementary,North Central,D,51.0,57.0,C,48.0,D,NotMet,57.3,49,55,45,45,,,,,,,,
Wake County Schools,920601,Wendell Middle,North Central,D,46.0,50.0,D,35.0,F,NotMet,51.2,45,45,32,72,90,,,,,,,
Wake County Schools,920604,West Cary Middle,North Central,B,70.0,74.0,B,63.0,C,NotMet,58.7,73,72,66,82,100,,,,,,,
Wake County Schools,920606,West Lake Elementary,North Central,B,78.0,75.0,B,79.0,B,Met,81.5,77,74,78,86,,,,,,,,
Wake County Schools,920607,West Lake Middle,North Central,B,72.0,74.0,B,63.0,C,Met,71.4,73,72,64,88,100,,,,,,,
Wake County Schools,920608,West Millbrook Middle,North Central,C,58.0,57.0,C,50.0,D,NotMet,62.7,57,54,47,76,100,,,,,,,
Wake County Schools,920614,White Oak Elementary,North Central,B,79.0,79.0,B,79.0,B,Met,75.8,80,79,80,79,,,,,,,,
Wake County Schools,920616,Wilburn Elementary,North Central,D,51.0,51.0,D,52.0,D,NotMet,61.5,48,46,51,48,,,,,,,,
Wake County Schools,920618,Wildwood Forest Elementary,North Central,C,57.0,58.0,C,55.0,C,Met,80.0,52,52,49,57,,,,,,,,
Wake County Schools,920620,Wiley Elementary,North Central,C,61.0,61.0,C,64.0,C,NotMet,57.1,62,61,61,65,,,,,,,,
Wake County Schools,920624,Willow Springs Elementary,North Central,B,84.0,81.0,B,85.0,A,Met,81.9,84,82,86,88,,,,,,,,
Wake County Schools,920626,Yates Mill Elementary,North Central,C,69.0,62.0,C,72.0,B,Met,79.7,66,58,70,78,,,,,,,,
Wake County Schools,920628,York Elementary,North Central,B,74.0,75.0,B,73.0,B,Exceeded,86.4,71,73,69,75,,,,,,,,
Wake County Schools,920632,Zebulon Elementary,North Central,C,55.0,55.0,C,59.0,C,NotMet,59.5,54,52,56,51,,,,,,,,
Wake County Schools,920636,Zebulon Middle,North Central,D,51.0,57.0,C,41.0,D,NotMet,66.0,48,51,36,63,93,,,,,,,
Warren County Schools,930330,Mariam Boyd Elementary,North Central,D,48.0,50.0,D,44.0,D,Met,70.3,42,43,39,50,,,,,,,,
Warren County Schools,930340,Northside K-8,North Central,D,50.0,56.0,C,40.0,D,Met,74.4,44,49,33,62,,,,,,,,
Warren County Schools,930344,South Warren Elementary,North Central,C,60.0,54.0,D,58.0,C,Met,73.9,56,48,56,80,,,,,,,,
Warren County Schools,930348,Vaughan Elementary,North Central,C,65.0,68.0,C,65.0,C,Met,71.4,64,66,63,62,,,,,,,,
Warren County Schools,930352,Warren County High,North Central,D,44.0,,,,,NotMet,51.4,42,,,,14,35,6,28,50,100,79,
Warren County Schools,930354,Warren County Middle,North Central,D,44.0,53.0,D,29.0,F,NotMet,68.9,38,44,22,57,82,,,,,,,
Warren County Schools,930360,Warren Early College High,North Central,B,84.0,,,,,Exceeded,95.5,81,,,,83,85,71,79,,100,80,
Warren County Schools,930700,Warren New Tech High,North Central,B,70.0,,,,,Met,83.8,67,,,,35,72,54,59,,100,84,
